,Variable,Var_Dataframe,Var_Description
544,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Journey,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
545,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Medicine,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
546,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Money for a third person,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
547,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Other,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
548,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Payments on other loans,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
549,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Purchase of electronic equipment,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
550,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Refusal to name the goal,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
551,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Repairs,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
552,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Urgent needs,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
553,PREV_NAME_CASH_LOAN_PURPOSE_MODE_Wedding / gift / holiday,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
554,PREV_NAME_CASH_LOAN_PURPOSE_MODE_XAP,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
555,PREV_NAME_CASH_LOAN_PURPOSE_MODE_XNA,All previous applications for Home Credit loans of clients.,Purpose of the cash loan
556,PREV_NAME_CONTRACT_STATUS_MODE_Approved,All previous applications for Home Credit loans of clients.,Contract status during the month
557,PREV_NAME_CONTRACT_STATUS_MODE_Canceled,All previous applications for Home Credit loans of clients.,Contract status during the month
558,PREV_NAME_CONTRACT_STATUS_MODE_Refused,All previous applications for Home Credit loans of clients.,Contract status during the month
559,PREV_NAME_CONTRACT_STATUS_MODE_Unused offer,All previous applications for Home Credit loans of clients.,Contract status during the month
560,PREV_NAME_PAYMENT_TYPE_MODE_Cash through the bank,All previous applications for Home Credit loans of clients.,Payment method that client chose to pay for the previous application
561,PREV_NAME_PAYMENT_TYPE_MODE_Cashless from the account of the employer,All previous applications for Home Credit loans of clients.,Payment method that client chose to pay for the previous application
562,PREV_NAME_PAYMENT_TYPE_MODE_Non-cash from your account,All previous applications for Home Credit loans of clients.,Payment method that client chose to pay for the previous application
563,PREV_NAME_PAYMENT_TYPE_MODE_XNA,All previous applications for Home Credit loans of clients.,Payment method that client chose to pay for the previous application
564,PREV_CODE_REJECT_REASON_MODE_CLIENT,All previous applications for Home Credit loans of clients.,Why was the previous application rejected
565,PREV_CODE_REJECT_REASON_MODE_HC,All previous applications for Home Credit loans of clients.,Why was the previous application rejected
566,PREV_CODE_REJECT_REASON_MODE_LIMIT,All previous applications for Home Credit loans of clients.,Why was the previous application rejected
567,PREV_CODE_REJECT_REASON_MODE_SCO,All previous applications for Home Credit loans of clients.,Why was the previous application rejected
568,PREV_CODE_REJECT_REASON_MODE_SCOFR,All previous applications for Home Credit loans of clients.,Why was the previous application rejected
569,PREV_CODE_REJECT_REASON_MODE_SYSTEM,All previous applications for Home Credit loans of clients.,Why was the previous application rejected
570,PREV_CODE_REJECT_REASON_MODE_VERIF,All previous applications for Home Credit loans of clients.,Why was the previous application rejected
571,PREV_CODE_REJECT_REASON_MODE_XAP,All previous applications for Home Credit loans of clients.,Why was the previous application rejected
572,PREV_CODE_REJECT_REASON_MODE_XNA,All previous applications for Home Credit loans of clients.,Why was the previous application rejected
573,PREV_NAME_TYPE_SUITE_MODE_Children,All previous applications for Home Credit loans of clients.,Who was accompanying client when he was applying for the loan
574,PREV_NAME_TYPE_SUITE_MODE_Family,All previous applications for Home Credit loans of clients.,Who was accompanying client when he was applying for the loan
575,PREV_NAME_TYPE_SUITE_MODE_Group of people,All previous applications for Home Credit loans of clients.,Who was accompanying client when he was applying for the loan
576,PREV_NAME_TYPE_SUITE_MODE_Other_A,All previous applications for Home Credit loans of clients.,Who was accompanying client when he was applying for the loan
577,PREV_NAME_TYPE_SUITE_MODE_Other_B,All previous applications for Home Credit loans of clients.,Who was accompanying client when he was applying for the loan
578,"PREV_NAME_TYPE_SUITE_MODE_Spouse, partner",All previous applications for Home Credit loans of clients.,Who was accompanying client when he was applying for the loan
579,PREV_NAME_TYPE_SUITE_MODE_Unaccompanied,All previous applications for Home Credit loans of clients.,Who was accompanying client when he was applying for the loan
580,PREV_NAME_CLIENT_TYPE_MODE_New,All previous applications for Home Credit loans of clients.,Was the client old or new client when applying for the previous application
581,PREV_NAME_CLIENT_TYPE_MODE_Refreshed,All previous applications for Home Credit loans of clients.,Was the client old or new client when applying for the previous application
582,PREV_NAME_CLIENT_TYPE_MODE_Repeater,All previous applications for Home Credit loans of clients.,Was the client old or new client when applying for the previous application
583,PREV_NAME_CLIENT_TYPE_MODE_XNA,All previous applications for Home Credit loans of clients.,Was the client old or new client when applying for the previous application
584,PREV_NAME_GOODS_CATEGORY_MODE_Additional Service,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
585,PREV_NAME_GOODS_CATEGORY_MODE_Audio/Video,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
586,PREV_NAME_GOODS_CATEGORY_MODE_Auto Accessories,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
587,PREV_NAME_GOODS_CATEGORY_MODE_Clothing and Accessories,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
588,PREV_NAME_GOODS_CATEGORY_MODE_Computers,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
589,PREV_NAME_GOODS_CATEGORY_MODE_Construction Materials,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
590,PREV_NAME_GOODS_CATEGORY_MODE_Consumer Electronics,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
591,PREV_NAME_GOODS_CATEGORY_MODE_Direct Sales,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
592,PREV_NAME_GOODS_CATEGORY_MODE_Education,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
593,PREV_NAME_GOODS_CATEGORY_MODE_Fitness,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
594,PREV_NAME_GOODS_CATEGORY_MODE_Furniture,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
595,PREV_NAME_GOODS_CATEGORY_MODE_Gardening,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
596,PREV_NAME_GOODS_CATEGORY_MODE_Homewares,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
597,PREV_NAME_GOODS_CATEGORY_MODE_Insurance,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
598,PREV_NAME_GOODS_CATEGORY_MODE_Jewelry,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
599,PREV_NAME_GOODS_CATEGORY_MODE_Medical Supplies,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
600,PREV_NAME_GOODS_CATEGORY_MODE_Medicine,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
601,PREV_NAME_GOODS_CATEGORY_MODE_Mobile,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
602,PREV_NAME_GOODS_CATEGORY_MODE_Office Appliances,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
603,PREV_NAME_GOODS_CATEGORY_MODE_Other,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
604,PREV_NAME_GOODS_CATEGORY_MODE_Photo / Cinema Equipment,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
605,PREV_NAME_GOODS_CATEGORY_MODE_Sport and Leisure,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
606,PREV_NAME_GOODS_CATEGORY_MODE_Tourism,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
607,PREV_NAME_GOODS_CATEGORY_MODE_Vehicles,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
608,PREV_NAME_GOODS_CATEGORY_MODE_Weapon,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
609,PREV_NAME_GOODS_CATEGORY_MODE_XNA,All previous applications for Home Credit loans of clients.,What kind of goods did the client apply for in the previous application
610,PREV_NAME_PORTFOLIO_MODE_Cards,All previous applications for Home Credit loans of clients.,"Was the previous application for CASH, POS, CAR, …"
611,PREV_NAME_PORTFOLIO_MODE_Cars,All previous applications for Home Credit loans of clients.,"Was the previous application for CASH, POS, CAR, …"
612,PREV_NAME_PORTFOLIO_MODE_Cash,All previous applications for Home Credit loans of clients.,"Was the previous application for CASH, POS, CAR, …"
613,PREV_NAME_PORTFOLIO_MODE_POS,All previous applications for Home Credit loans of clients.,"Was the previous application for CASH, POS, CAR, …"
614,PREV_NAME_PORTFOLIO_MODE_XNA,All previous applications for Home Credit loans of clients.,"Was the previous application for CASH, POS, CAR, …"
615,PREV_NAME_PRODUCT_TYPE_MODE_XNA,All previous applications for Home Credit loans of clients.,Was the previous application x-sell o walk-in
616,PREV_NAME_PRODUCT_TYPE_MODE_walk-in,All previous applications for Home Credit loans of clients.,Was the previous application x-sell o walk-in
617,PREV_NAME_PRODUCT_TYPE_MODE_x-sell,All previous applications for Home Credit loans of clients.,Was the previous application x-sell o walk-in
618,PREV_CHANNEL_TYPE_MODE_AP+ (Cash loan),All previous applications for Home Credit loans of clients.,Through which channel we acquired the client on the previous application
619,PREV_CHANNEL_TYPE_MODE_Car dealer,All previous applications for Home Credit loans of clients.,Through which channel we acquired the client on the previous application
620,PREV_CHANNEL_TYPE_MODE_Channel of corporate sales,All previous applications for Home Credit loans of clients.,Through which channel we acquired the client on the previous application
621,PREV_CHANNEL_TYPE_MODE_Contact center,All previous applications for Home Credit loans of clients.,Through which channel we acquired the client on the previous application
622,PREV_CHANNEL_TYPE_MODE_Country-wide,All previous applications for Home Credit loans of clients.,Through which channel we acquired the client on the previous application
623,PREV_CHANNEL_TYPE_MODE_Credit and cash offices,All previous applications for Home Credit loans of clients.,Through which channel we acquired the client on the previous application
624,PREV_CHANNEL_TYPE_MODE_Regional / Local,All previous applications for Home Credit loans of clients.,Through which channel we acquired the client on the previous application
625,PREV_CHANNEL_TYPE_MODE_Stone,All previous applications for Home Credit loans of clients.,Through which channel we acquired the client on the previous application
626,PREV_NAME_SELLER_INDUSTRY_MODE_Auto technology,All previous applications for Home Credit loans of clients.,The industry of the seller
627,PREV_NAME_SELLER_INDUSTRY_MODE_Clothing,All previous applications for Home Credit loans of clients.,The industry of the seller
628,PREV_NAME_SELLER_INDUSTRY_MODE_Connectivity,All previous applications for Home Credit loans of clients.,The industry of the seller
629,PREV_NAME_SELLER_INDUSTRY_MODE_Construction,All previous applications for Home Credit loans of clients.,The industry of the seller
630,PREV_NAME_SELLER_INDUSTRY_MODE_Consumer electronics,All previous applications for Home Credit loans of clients.,The industry of the seller
631,PREV_NAME_SELLER_INDUSTRY_MODE_Furniture,All previous applications for Home Credit loans of clients.,The industry of the seller
632,PREV_NAME_SELLER_INDUSTRY_MODE_Industry,All previous applications for Home Credit loans of clients.,The industry of the seller
633,PREV_NAME_SELLER_INDUSTRY_MODE_Jewelry,All previous applications for Home Credit loans of clients.,The industry of the seller
634,PREV_NAME_SELLER_INDUSTRY_MODE_MLM partners,All previous applications for Home Credit loans of clients.,The industry of the seller
635,PREV_NAME_SELLER_INDUSTRY_MODE_Tourism,All previous applications for Home Credit loans of clients.,The industry of the seller
636,PREV_NAME_SELLER_INDUSTRY_MODE_XNA,All previous applications for Home Credit loans of clients.,The industry of the seller
637,PREV_NAME_YIELD_GROUP_MODE_XNA,All previous applications for Home Credit loans of clients.,Grouped interest rate into small medium and high of the previous application
638,PREV_NAME_YIELD_GROUP_MODE_high,All previous applications for Home Credit loans of clients.,Grouped interest rate into small medium and high of the previous application
639,PREV_NAME_YIELD_GROUP_MODE_low_action,All previous applications for Home Credit loans of clients.,Grouped interest rate into small medium and high of the previous application
640,PREV_NAME_YIELD_GROUP_MODE_low_normal,All previous applications for Home Credit loans of clients.,Grouped interest rate into small medium and high of the previous application
641,PREV_NAME_YIELD_GROUP_MODE_middle,All previous applications for Home Credit loans of clients.,Grouped interest rate into small medium and high of the previous application
642,PREV_PRODUCT_COMBINATION_MODE_Card Street,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
643,PREV_PRODUCT_COMBINATION_MODE_Card X-Sell,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
644,PREV_PRODUCT_COMBINATION_MODE_Cash,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
645,PREV_PRODUCT_COMBINATION_MODE_Cash Street: high,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
646,PREV_PRODUCT_COMBINATION_MODE_Cash Street: low,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
647,PREV_PRODUCT_COMBINATION_MODE_Cash Street: middle,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
648,PREV_PRODUCT_COMBINATION_MODE_Cash X-Sell: high,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
649,PREV_PRODUCT_COMBINATION_MODE_Cash X-Sell: low,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
650,PREV_PRODUCT_COMBINATION_MODE_Cash X-Sell: middle,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
651,PREV_PRODUCT_COMBINATION_MODE_POS household with interest,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
652,PREV_PRODUCT_COMBINATION_MODE_POS household without interest,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
653,PREV_PRODUCT_COMBINATION_MODE_POS industry with interest,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
654,PREV_PRODUCT_COMBINATION_MODE_POS industry without interest,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
655,PREV_PRODUCT_COMBINATION_MODE_POS mobile with interest,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
656,PREV_PRODUCT_COMBINATION_MODE_POS mobile without interest,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
657,PREV_PRODUCT_COMBINATION_MODE_POS other with interest,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
658,PREV_PRODUCT_COMBINATION_MODE_POS others without interest,All previous applications for Home Credit loans of clients.,Detailed product combination of the previous application
659,CC_NAME_CONTRACT_STATUS_MODE_Active,Monthly balance snapshots of previous credit cards that the applicant has with Home Credit.,Contract status during the month
660,CC_NAME_CONTRACT_STATUS_MODE_Completed,Monthly balance snapshots of previous credit cards that the applicant has with Home Credit.,Contract status during the month
661,CC_NAME_CONTRACT_STATUS_MODE_Demand,Monthly balance snapshots of previous credit cards that the applicant has with Home Credit.,Contract status during the month
662,CC_NAME_CONTRACT_STATUS_MODE_Signed,Monthly balance snapshots of previous credit cards that the applicant has with Home Credit.,Contract status during the month
663,POS_NAME_CONTRACT_STATUS_MODE_Active,Monthly balance snapshots of previous POS (point of sales) and cash loans that the applicant had with Home Credit.,Contract status during the month
664,POS_NAME_CONTRACT_STATUS_MODE_Amortized debt,Monthly balance snapshots of previous POS (point of sales) and cash loans that the applicant had with Home Credit.,Contract status during the month
665,POS_NAME_CONTRACT_STATUS_MODE_Approved,Monthly balance snapshots of previous POS (point of sales) and cash loans that the applicant had with Home Credit.,Contract status during the month
666,POS_NAME_CONTRACT_STATUS_MODE_Completed,Monthly balance snapshots of previous POS (point of sales) and cash loans that the applicant had with Home Credit.,Contract status during the month
667,POS_NAME_CONTRACT_STATUS_MODE_Demand,Monthly balance snapshots of previous POS (point of sales) and cash loans that the applicant had with Home Credit.,Contract status during the month
668,POS_NAME_CONTRACT_STATUS_MODE_Returned to the store,Monthly balance snapshots of previous POS (point of sales) and cash loans that the applicant had with Home Credit.,Contract status during the month
669,POS_NAME_CONTRACT_STATUS_MODE_Signed,Monthly balance snapshots of previous POS (point of sales) and cash loans that the applicant had with Home Credit.,Contract status during the month
